thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
41,0,41,None,['right'],1,[0.4091281250002794],[0.12448033300461248],None,,5,0,5,0,0,0,0,0,,,,,41,0,41,0,730.3846093330067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.3823937920388,730.3846093330067,730.3953549996988,730.3846093330067,730.3846093330067,True,731.1281987080001,731.1348039170261,731.161942375009,True,733.373781125003,733.3768836670206,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,42,42,40,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,409.13,0.4091,1,True,hit,1,0,0,0,0,0,1.0,40,40,2.994917207979597,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,409.13,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4091281250002794],[0.12448033300461248],None,733.3792335420148,733.3823269580025,733.3823269580025,733.6138675420079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
42,0,42,None,['left'],1,[0.5052484999760054],[0.14272883400553837],None,,5,0,5,0,0,0,0,0,,,,,42,0,42,0,733.6181546250009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.6156750830123,733.6181546250009,733.6286030416998,733.6181546250009,733.6181546250009,True,734.3620001250529,734.3714705000166,734.3954932500492,True,736.6000687920023,736.6027091670549,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,43,43,41,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,505.25,0.5052,1,True,correct_rejection,0,0,0,1,0,0,1.0,41,41,2.987976374977734,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,505.25,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5052484999760054],[0.14272883400553837],None,736.6050835000351,736.6121439170092,736.6121439170092,736.8471979580354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
43,0,43,None,['left'],1,[0.6817898750305176],[0.13750850001815706],None,,5,0,5,0,0,0,0,0,,,,,43,0,43,0,736.8532074580435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.8502934999997,736.8532074580435,736.8619138337128,736.8532074580435,736.8532074580435,True,737.5953662080574,737.600205625,737.6286811250029,True,739.8327775830403,739.8357562920428,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,44,44,42,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,681.79,0.6818,1,True,correct_rejection,0,0,0,1,0,0,1.0,42,42,2.9873236659914255,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,681.79,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6817898750305176],[0.13750850001815706],None,739.8382125000353,739.8452357080532,739.8452357080532,740.0805882920395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
44,0,44,None,['left'],1,[0.6165269159828313],[0.13122425001347438],None,,5,0,5,0,0,0,0,0,,,,,44,0,44,0,740.0852348330081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0823233750416,740.0852348330081,740.0952405837054,740.0852348330081,740.0852348330081,True,740.8286975420197,740.8336352500482,740.862026708026,True,743.0671096670558,743.0695703330566,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,45,45,43,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,616.53,0.6165,1,True,correct_rejection,0,0,0,1,0,0,1.0,43,43,2.98818400001619,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,616.53,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6165269159828313],[0.13122425001347438],None,743.0718164580176,743.0787060000002,743.0787060000002,743.313883750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
45,0,45,None,['left'],1,[0.7354079580400139],[0.12045695795677602],None,,5,0,5,0,0,0,0,0,,,,,45,0,45,0,743.3197594170342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.3168513750425,743.3197594170342,743.3286166666696,743.3197594170342,743.3197594170342,True,744.0619953330024,744.0688494170317,744.0954249580391,True,746.3002233330044,746.3027299170499,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,46,46,44,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,735.41,0.7354,1,True,correct_rejection,0,0,0,1,0,0,1.0,44,44,2.987958666984923,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,735.41,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7354079580400139],[0.12045695795677602],None,746.304998208012,746.3119345830055,746.3119345830055,746.5474237080198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
46,0,46,None,['left'],1,[0.6672780000371858],[0.1485857919906266],None,,5,0,5,0,0,0,0,0,,,,,46,0,46,0,746.5524255420314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.5496710830485,746.5524255420314,746.5620418746878,746.5524255420314,746.5524255420314,True,747.2953030830249,747.2998267920339,747.3286716670264,True,749.5337157080066,749.536407333042,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,47,47,45,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,667.28,0.6673,1,True,correct_rejection,0,0,0,1,0,0,1.0,45,45,2.98791829199763,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,667.28,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6672780000371858],[0.1485857919906266],None,749.5388968330226,749.5452066250145,749.5452066250145,749.7806657080073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
47,0,47,None,['left'],1,[0.5657257499988191],[0.16643500002101064],None,,5,0,5,0,0,0,0,0,,,,,47,0,47,0,749.7850387080107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.7824531670194,749.7850387080107,749.7953305416779,749.7850387080107,749.7850387080107,True,750.5287889170577,750.5340717500076,750.5620892080478,True,752.7671057080152,752.7696117920568,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,48,48,46,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,565.73,0.5657,1,True,correct_rejection,0,0,0,1,0,0,1.0,46,46,2.98804291698616,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,565.73,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5657257499988191],[0.16643500002101064],None,752.7718663750566,752.7785578330513,752.7785578330513,753.0139141670079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
48,0,48,None,['right'],1,[0.3486027920152992],[0.15081154101062566],None,,5,0,5,0,0,0,0,0,,,,,48,0,48,0,753.018351708015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0156899170252,753.018351708015,753.028615249674,753.018351708015,753.018351708015,True,753.7620005000499,753.7659050830407,753.7954342500307,True,756.002394042036,756.0053935000324,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,49,49,47,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,348.6,0.3486,1,True,hit,1,0,0,0,0,0,1.0,47,47,2.990266792010516,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,348.6,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.3486027920152992],[0.15081154101062566],None,756.0076465420425,756.0113596250303,756.0113596250303,756.2471283750492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
49,0,49,None,['left'],1,[0.6462589169968851],[0.1443504160270095],None,,5,0,5,0,0,0,0,0,,,,,49,0,49,0,756.2530082500307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.2501650420018,756.2530082500307,756.2618737086925,756.2530082500307,756.2530082500307,True,756.9953989170026,757.0000815000385,757.0286628330359,True,759.2335082080099,759.2360173330526,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,50,50,48,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,646.26,0.6463,1,True,correct_rejection,0,0,0,1,0,0,1.0,48,48,2.9879979169927537,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,646.26,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6462589169968851],[0.1443504160270095],None,759.2384765830357,759.2452502500382,759.2452502500382,759.4807860420551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
50,0,50,None,['left'],1,[0.7678962919744663],[0.13962687499588355],None,,5,0,5,0,0,0,0,0,,,,,50,0,50,0,759.4852458750247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.4825288330321,759.4852458750247,759.4953867087063,759.4852458750247,759.4852458750247,True,760.2287403330556,760.2335407080245,760.2620170000009,True,762.4665248330566,762.4694510000409,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,51,51,49,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,767.9,0.7679,1,True,correct_rejection,0,0,0,1,0,0,1.0,49,49,2.987496208981611,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,767.9,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.7678962919744663],[0.13962687499588355],None,762.4717405420379,762.4786002080073,762.4786002080073,762.7140396250179,,,,,,,,,,,,,,,,,,,,,,,,0.0179,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
51,0,51,None,['right'],1,[0.6386732079554349],[0.14199116703821346],None,,5,0,5,0,0,0,0,0,,,,,51,0,51,0,762.7189709170489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.7159591670497,762.7189709170489,762.7286765417123,762.7189709170489,762.7189709170489,True,763.4620846250327,763.4662877080264,763.4953651670367,True,765.7002837500186,765.7028407500475,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,52,52,50,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,638.67,0.6387,1,True,hit,1,0,0,0,0,0,1.0,50,50,2.987902834021952,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,638.67,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6386732079554349],[0.14199116703821346],None,765.70507395803,765.7120451670489,765.7120451670489,765.9473739170353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
52,0,52,None,['left'],1,[0.6085432909894735],[0.13917783397482708],None,,5,0,5,0,0,0,0,0,,,,,52,0,52,0,765.9517142920522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.949073958036,765.9517142920522,765.9620444587238,765.9517142920522,765.9517142920522,True,766.6953111670446,766.7002441670047,766.7286411250243,True,768.9339934580494,768.9364569170284,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,53,53,51,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,608.54,0.6085,1,True,correct_rejection,0,0,0,1,0,0,1.0,51,51,2.9882918329676613,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,608.54,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6085432909894735],[0.13917783397482708],None,768.938884083007,768.9452553330339,768.9452553330339,769.1806941250106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
53,0,53,None,['left'],1,[0.5913624580134638],[0.1478651249781251],None,,5,0,5,0,0,0,0,0,,,,,53,0,53,0,769.1864033750026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.1836167920264,769.1864033750026,769.1952976246869,769.1864033750026,769.1864033750026,True,769.928653000039,769.9347318750224,769.9620447080233,True,772.1666877500247,772.1693341250066,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,54,54,52,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,591.36,0.5914,1,True,correct_rejection,0,0,0,1,0,0,1.0,52,52,2.987690540961921,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,591.36,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5913624580134638],[0.1478651249781251],None,772.1716240830137,772.1785605420009,772.1785605420009,772.4140422920464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
54,0,54,None,['right'],1,[0.5810893749585375],[0.12363320804433897],None,,5,0,5,0,0,0,0,0,,,,,54,0,54,0,772.418436292035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.4157495830441,772.418436292035,772.4286043337236,772.418436292035,772.418436292035,True,773.1620331670274,773.1664133330341,773.1953387080575,True,775.4002021670458,775.4028075000388,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,55,55,53,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,581.09,0.5811,1,True,hit,1,0,0,0,0,0,1.0,53,53,2.9878335829707794,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,581.09,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5810893749585375],[0.12363320804433897],None,775.4051515000174,775.4118419580045,775.4118419580045,775.6473353750189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
55,0,55,None,['right'],1,[0.4195884999935515],[0.11717637500260025],None,,5,0,5,0,0,0,0,0,,,,,55,0,55,0,775.6517892500269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.6491450000321,775.6517892500269,775.6619369586736,775.6517892500269,775.6517892500269,True,776.3953969580471,776.4004269580473,776.4286807500175,True,778.6333686250146,778.6360632500146,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,56,56,54,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,419.59,0.4196,1,True,hit,1,0,0,0,0,0,1.0,54,54,2.9877200829796493,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,419.59,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4195884999935515],[0.11717637500260025],None,778.63843929203,778.6453714580275,778.6453714580275,778.8810144580202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
56,0,56,None,['left'],1,[0.591527332959231],[0.16443958302261308],None,,5,0,5,0,0,0,0,0,,,,,56,0,56,0,778.886895417003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.8834607500467,778.886895417003,778.8954292496821,778.886895417003,778.886895417003,True,779.6287047500373,779.6338460420375,779.6619976670481,True,781.8670002920553,781.8694638750167,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,57,57,55,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,591.53,0.5915,1,True,correct_rejection,0,0,0,1,0,0,1.0,55,55,2.987575834034942,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,591.53,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.591527332959231],[0.16443958302261308],None,781.8717460420448,781.8785924580297,781.8785924580297,782.1140900830505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
