thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,None,['right'],1,[0.440748666995205],[0.14067991700721905],None,,5,0,5,0,0,0,0,0,,,,,25,0,25,0,678.6514212920447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6492182920338,678.6514212920447,678.6620732496997,678.6514212920447,678.6514212920447,True,679.3953577080392,679.3995802080026,679.4286717920331,True,681.6330530000268,681.6356651250389,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,26,26,24,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,440.75,0.4407,1,True,hit,1,0,0,0,0,0,1.0,24,24,2.9872290840139613,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,440.75,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.440748666995205],[0.14067991700721905],None,681.6381030830089,681.6453497500042,681.6453497500042,681.8804472080083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
26,0,26,None,['left'],1,[0.5580267499899492],[0.1288323340122588],None,,5,0,5,0,0,0,0,0,,,,,26,0,26,0,681.885625917057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.8828837920446,681.885625917057,681.8952420837052,681.885625917057,681.885625917057,True,682.628666042001,682.6336236670031,682.6620277500479,True,684.8672770420089,684.8696877080365,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,27,27,25,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,558.03,0.558,1,True,correct_rejection,0,0,0,1,0,0,1.0,25,25,2.988426583004184,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,558.03,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5580267499899492],[0.1288323340122588],None,684.8720878330059,684.8785934580374,684.8785934580374,685.1141310420353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
27,0,27,None,['left'],1,[0.6973877500277013],[0.12521374999778345],None,,5,0,5,0,0,0,0,0,,,,,27,0,27,0,685.11854962504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.1158976250445,685.11854962504,685.1286925416828,685.11854962504,685.11854962504,True,685.8619695830275,685.866715583019,685.8953456250019,True,688.1005775000085,688.102976083057,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,28,28,26,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,697.39,0.6974,1,True,correct_rejection,0,0,0,1,0,0,1.0,26,26,2.9880468340124935,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,697.39,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6973877500277013],[0.12521374999778345],None,688.1052635830129,688.1119559580111,688.1119559580111,688.3473060420365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
28,0,28,None,['left'],1,[0.6220749170170166],[0.13164095795946196],None,,5,0,5,0,0,0,0,0,,,,,28,0,28,0,688.3532351250178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.3503761250176,688.3532351250178,688.3619592916841,688.3532351250178,688.3532351250178,True,689.0952943330049,689.1002417080454,689.1286919170525,True,691.3334508750122,691.3360616250429,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,29,29,27,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,622.07,0.6221,1,True,correct_rejection,0,0,0,1,0,0,1.0,27,27,2.987825874995906,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,622.07,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6220749170170166],[0.13164095795946196],None,691.3385152500123,691.3453008330544,691.3453008330544,691.5806892500259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
29,0,29,None,['left'],1,[0.7318710419931449],[0.1346595420036465],None,,5,0,5,0,0,0,0,0,,,,,29,0,29,0,691.5851880000555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.5823907080339,691.5851880000555,691.5953080836955,691.5851880000555,691.5851880000555,True,692.32860037504,692.32860037504,692.3620861250092,True,694.5665769170155,694.5692422500579,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,30,30,28,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,731.87,0.7319,1,True,correct_rejection,0,0,0,1,0,0,1.0,28,28,2.987531583989039,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,731.87,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7318710419931449],[0.1346595420036465],None,694.5715083750547,694.578568833007,694.578568833007,694.8140541250468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
30,0,30,None,['right'],1,[0.3468887500348501],[0.12636904197279364],None,,5,0,5,0,0,0,0,0,,,,,30,0,30,0,694.8187342080055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.8158086250187,694.8187342080055,694.8287015836725,694.8187342080055,694.8187342080055,True,695.5619784580194,695.5672245000023,695.5953618750209,True,697.800024917,697.8026649170206,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,31,31,29,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,346.89,0.3469,1,True,hit,1,0,0,0,0,0,1.0,29,29,2.987629250041209,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,346.89,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.3468887500348501],[0.12636904197279364],None,697.8049302920117,697.8119247500435,697.8119247500435,698.0473197500105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
31,0,31,None,['right'],1,[0.4147305829683319],[0.11734108300879598],None,,5,0,5,0,0,0,0,0,,,,,31,0,31,0,698.0519715420087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0490548330126,698.0519715420087,698.0619874167062,698.0519715420087,698.0519715420087,True,698.7953670830466,698.8000561670051,698.8286957500386,True,701.0332676670514,701.0360734170536,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,32,32,30,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,414.73,0.4147,1,True,hit,1,0,0,0,0,0,1.0,30,30,2.987631457974203,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,414.73,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4147305829683319],[0.11734108300879598],None,701.0387156670331,701.0453876670217,701.0453876670217,701.2806677500485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
32,0,32,None,['left'],1,[0.5142248749616556],[0.1365810830029659],None,,5,0,5,0,0,0,0,0,,,,,32,0,32,0,701.2858360420214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2829588330351,701.2858360420214,701.2953259166718,701.2858360420214,701.2858360420214,True,702.0287075830274,702.0336330420105,702.0620623330469,True,704.2668653750443,704.270016375056,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,33,33,31,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,514.22,0.5142,1,True,correct_rejection,0,0,0,1,0,0,1.0,31,31,2.988014457980171,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,514.22,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5142248749616556],[0.1365810830029659],None,704.2722507500439,704.2788258330547,704.2788258330547,704.514202833001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
33,0,33,None,['left'],1,[0.6144074170151725],[0.13308166596107185],None,,5,0,5,0,0,0,0,0,,,,,33,0,33,0,704.51915895805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.5160575000336,704.51915895805,704.528689708681,704.51915895805,704.51915895805,True,705.262024333002,705.2664520420367,705.2953020000132,True,707.5005273330025,707.5032436670153,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,34,34,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,614.41,0.6144,1,True,correct_rejection,0,0,0,1,0,0,1.0,32,32,2.9879962080158293,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,614.41,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6144074170151725],[0.13308166596107185],None,707.5054852080066,707.5120832080138,707.5120832080138,707.7472855420201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
34,0,34,None,['left'],1,[0.5151319999713451],[0.16451075003715232],None,,5,0,5,0,0,0,0,0,,,,,34,0,34,0,707.7518717080238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.7492083750549,707.7518717080238,707.7619302087153,707.7518717080238,707.7518717080238,True,708.4953627920477,708.4998618750251,708.5287245830405,True,710.733492917032,710.7360457080067,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,35,35,33,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,515.13,0.5151,1,True,correct_rejection,0,0,0,1,0,0,1.0,33,33,2.9878105000243522,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,515.13,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5151319999713451],[0.16451075003715232],None,710.7384938330506,710.7452555420459,710.7452555420459,710.9805882920045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
35,0,35,None,['left'],1,[0.7326081250212155],[0.13629441702505574],None,,5,0,5,0,0,0,0,0,,,,,35,0,35,0,710.9851638330147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.9823753330274,710.9851638330147,710.995261583714,710.9851638330147,710.9851638330147,True,711.7287283750484,711.7349139580037,711.7620070830453,True,713.9670520000509,713.9695264170296,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,36,36,34,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,732.61,0.7326,1,True,correct_rejection,0,0,0,1,0,0,1.0,34,34,2.9880856659729034,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,732.61,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7326081250212155],[0.13629441702505574],None,713.9717670830432,713.9786271670018,713.9786271670018,714.2140587080503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
36,0,36,None,['left'],1,[0.7152794160065241],[0.1267630000365898],None,,5,0,5,0,0,0,0,0,,,,,36,0,36,0,714.2185402920004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.2158042080118,714.2185402920004,714.2287136247071,714.2185402920004,714.2185402920004,True,714.9619519580156,714.9619519580156,714.9954074170091,True,717.1999460000079,717.2027339580236,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,37,37,35,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,715.28,0.7153,1,True,correct_rejection,0,0,0,1,0,0,1.0,35,35,2.9876157920225523,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,715.28,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7152794160065241],[0.1267630000365898],None,717.2049936250551,717.2120103330235,717.2120103330235,717.4476161250495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
37,0,37,None,['right'],1,[0.4061644999892451],[0.13292574998922646],None,,5,0,5,0,0,0,0,0,,,,,37,0,37,0,717.4518607920036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.4493211250519,717.4518607920036,717.4621850837177,717.4518607920036,717.4518607920036,True,718.1954457080574,718.2001422500471,718.228707833041,True,720.4326428330387,720.4354046250228,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,38,38,36,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,406.16,0.4062,1,True,hit,1,0,0,0,0,0,1.0,36,36,2.9867001670063473,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,406.16,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4061644999892451],[0.13292574998922646],None,720.4378998750472,720.4452622080571,720.4452622080571,720.6805378330173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
38,0,38,None,['left'],1,[0.6885209169704467],[0.127276792016346],None,,5,0,5,0,0,0,0,0,,,,,38,0,38,0,720.6848144580144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.6822311670403,720.6848144580144,720.6952474587054,720.6848144580144,720.6848144580144,True,721.4287145420094,721.4333278330159,721.4620629170095,True,723.6666242920328,723.6692986250273,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,39,39,37,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,688.52,0.6885,1,True,correct_rejection,0,0,0,1,0,0,1.0,37,37,2.987704291997943,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,688.52,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6885209169704467],[0.127276792016346],None,723.6716845420306,723.6785962500144,723.6785962500144,723.914011417015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
39,0,39,None,['left'],1,[0.8480203750077635],[0.11684858304215595],None,,5,0,5,0,0,0,0,0,,,,,39,0,39,0,723.9183341250173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.9157166250516,723.9183341250173,723.928668874669,723.9183341250173,723.9183341250173,True,724.6619952920009,724.6667491250555,724.6953738750308,True,726.8999788330402,726.9024349170504,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,40,40,38,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,848.02,0.848,1,True,correct_rejection,0,0,0,1,0,0,1.0,38,38,2.9875640419777483,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,848.02,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.8480203750077635],[0.11684858304215595],None,726.9047325830325,726.9119149580365,726.9119149580365,727.1473068330088,,,,,,,,,,,,,,,,,,,,,,,,0.098,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
40,0,40,None,['right'],1,[0.4378711670287885],[0.13285045797238126],None,,5,0,5,0,0,0,0,0,,,,,40,0,40,0,727.1516707920237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.1489190420252,727.1516707920237,727.1619130836955,727.1516707920237,727.1516707920237,True,727.8953413750278,727.9000524580479,727.9287192080519,True,730.1334510000306,730.1360429170309,main_2back,Main 2-back,6,0,082527_j_2.25,001,2026-02-04_14h40.32.795,6,1,2,2_back,60,1,41,41,39,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,437.87,0.4379,1,True,hit,1,0,0,0,0,0,1.0,39,39,2.9877716670162044,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,437.87,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4378711670287885],[0.13285045797238126],None,730.1385965830414,730.1452925830381,730.1452925830381,730.3806985420524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
