thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
19,0,19,None,['right'],0,None,[1.5622233329922892],[0.07849458401324227],,3,0,3,0,0,0,0,0,,,,,19,0,19,0,358.03018700005487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0270578340278,358.03018700005487,358.03894666670044,358.03018700005487,358.03018700005487,True,358.7723668340477,358.7762571250205,358.8056971670012,True,360.51083483401453,360.5133782500052,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,20,20,18,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,right,target_response,1562.22,1.5622,0,False,false_alarm,0,0,0,0,1,0,0.6111,11,18,2.4882915419875644,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1562.22,1.75,1.75,0.0,0.75,2.5,during_iti,0.8122,['right'],0,None,360.51683287502965,360.52208212501137,360.52208212501137,360.75777020904934,[1.5622233329922892],[0.07849458401324227],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
20,0,20,None,['left'],1,None,[1.9670173340127803],[0.14121904101921245],,3,0,3,0,0,0,0,0,,,,,20,0,20,0,360.7616734590265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.75946991704404,360.7616734590265,360.7723166256949,360.7616734590265,360.7616734590265,True,361.5057055000216,361.5057055000216,361.53903475002153,True,363.2442480000318,363.2471122920397,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,21,21,19,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,1967.02,1.967,1,True,correct_rejection,0,0,0,1,0,0,0.6316,12,19,2.4881772919907235,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1967.02,1.75,1.75,0.0,0.75,2.5,during_iti,1.217,['left'],1,None,363.460533125035,363.4648563340306,363.4648563340306,363.4894379590405,[1.9670173340127803],[0.14121904101921245],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
21,0,21,None,['left'],1,None,[2.2242449590121396],[0.09210966597311199],,3,0,3,0,0,0,0,0,,,,,21,0,21,0,363.49511804204667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.49139383400325,363.49511804204667,363.50319012569184,363.49511804204667,363.49511804204667,True,364.2271087500267,364.2438578750007,364.2722830840503,True,365.97238066705177,365.97490887501044,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,22,22,20,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,2224.24,2.2242,1,True,correct_rejection,0,0,0,1,0,0,0.65,13,20,2.4846512919757515,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,2224.24,1.75,1.75,0.0,0.75,2.5,during_iti,1.4742,['left'],1,None,365.977330084017,365.9802457920159,365.9802457920159,366.2133276250097,[2.2242449590121396],[0.09210966597311199],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
22,0,22,None,['right'],1,None,[1.0718973750481382],[0.11550837499089539],,3,0,3,0,0,0,0,0,,,,,22,0,22,0,366.2223715840373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.2152332920232,366.2223715840373,366.22751725069634,366.2223715840373,366.2223715840373,True,366.96114554203814,366.96114554203814,366.9935778750223,True,368.7055992090027,368.70804587501334,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,23,23,21,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,1071.9,1.0719,1,True,hit,1,0,0,0,0,0,0.6667,14,21,2.493942415982019,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1071.9,1.75,1.75,0.0,0.75,2.5,during_iti,0.3219,['right'],1,None,368.7103902090457,368.713275792019,368.713275792019,368.9459649590426,[1.0718973750481382],[0.11550837499089539],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
23,0,23,None,['left'],1,None,[1.1211715410463512],[0.11660074995597824],,3,0,3,0,0,0,0,0,,,,,23,0,23,0,368.95581633405527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.9491395840305,368.95581633405527,368.96051891672346,368.95581633405527,368.95581633405527,True,369.69312637503026,369.69312637503026,369.7222135840566,True,371.43899129203055,371.4413904590183,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,24,24,22,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1121.17,1.1212,1,True,correct_rejection,0,0,0,1,0,0,0.6818,15,22,2.494628124986775,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1121.17,1.75,1.75,0.0,0.75,2.5,during_iti,0.3712,['left'],1,None,371.443877334008,371.4467834170209,371.4467834170209,371.67895429203054,[1.1211715410463512],[0.11660074995597824],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
24,0,24,None,['left'],1,None,[0.9392367500113323],[0.1325835830066353],,3,0,3,0,0,0,0,0,,,,,24,0,24,0,371.6889633750543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.68204916705145,371.6889633750543,371.69345250068386,371.6889633750543,371.6889633750543,True,372.4274482090259,372.4274482090259,372.4554814590374,True,374.17235058400547,374.1747925840318,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,25,25,23,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,939.24,0.9392,1,True,correct_rejection,0,0,0,1,0,0,0.6957,16,23,2.495004541007802,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,939.24,1.75,1.75,0.0,0.75,2.5,during_iti,0.1892,['left'],1,None,374.17710295901634,374.1801661250065,374.1801661250065,374.41302550002,[0.9392367500113323],[0.1325835830066353],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
25,0,25,None,['right'],1,None,[0.9049063340062276],[0.12471241602906957],,3,0,3,0,0,0,0,0,,,,,25,0,25,0,374.4221794170444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.4147531250492,374.4221794170444,374.42762095871535,374.4221794170444,374.4221794170444,True,375.16091616702033,375.16091616702033,375.19410075002816,True,376.90569141705055,376.9080819590017,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,26,26,24,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,904.91,0.9049,1,True,hit,1,0,0,0,0,0,0.7083,17,24,2.4942858339636587,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,904.91,1.75,1.75,0.0,0.75,2.5,during_iti,0.1549,['right'],1,None,376.9104545840528,376.91335058404366,376.91335058404366,377.14587025000947,[0.9049063340062276],[0.12471241602906957],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
26,0,26,None,['left'],1,None,[0.7472826250013895],[0.14272537495708093],,3,0,3,0,0,0,0,0,,,,,26,0,26,0,377.1555751670385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.14757779205684,377.1555751670385,377.16030083370083,377.1555751670385,377.1555751670385,True,377.8937882090104,377.8937882090104,377.92172375001246,True,379.63900837500114,379.64148100005696,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,27,27,25,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,747.28,0.7473,1,True,correct_rejection,0,0,0,1,0,0,0.72,18,25,2.4947794590261765,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,747.28,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,379.64391970902216,379.6467692090082,379.6467692090082,379.8794549590093,[0.7472826250013895],[0.14272537495708093],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
27,0,27,None,['right'],1,None,[0.6265443750307895],[0.14492870902176946],,3,0,3,0,0,0,0,0,,,,,27,0,27,0,379.8889459170168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.8811164590297,379.8889459170168,379.89397262566877,379.8889459170168,379.8889459170168,True,380.6268912500236,380.6268912500236,380.6555850000004,True,382.3723730840138,382.3747762920102,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,28,28,26,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,626.54,0.6265,1,True,hit,1,0,0,0,0,0,0.7308,19,26,2.4945613340241835,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,626.54,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,382.37711641704664,382.380008792039,382.380008792039,382.61287600005744,[0.6265443750307895],[0.14492870902176946],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
28,0,28,None,['right'],1,None,[1.3602879999671131],[0.12034137500450015],,3,0,3,0,0,0,0,0,,,,,28,0,28,0,382.62227816705126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.61456262500724,382.62227816705126,382.6271291666819,382.62227816705126,382.62227816705126,True,383.3608310840209,383.3608310840209,383.3889680420398,True,385.10568070900626,385.10816779203014,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,29,29,27,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,1360.29,1.3603,1,True,hit,1,0,0,0,0,0,0.7407,20,27,2.494476250023581,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1360.29,1.75,1.75,0.0,0.75,2.5,during_iti,0.6103,['right'],1,None,385.11043145903386,385.11353720905026,385.11353720905026,385.3462425000034,[1.3602879999671131],[0.12034137500450015],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
29,0,29,None,['right'],1,None,[0.9250351670198143],[0.12909516599029303],,3,0,3,0,0,0,0,0,,,,,29,0,29,0,385.3555591250188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.3479224170442,385.3555591250188,385.3607166257027,385.3555591250188,385.3555591250188,True,386.0942749590031,386.0942749590031,386.12221137504093,True,387.8390028750291,387.8414212500211,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,30,30,28,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,925.04,0.925,1,True,hit,1,0,0,0,0,0,0.75,21,28,2.4943969580344856,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,925.04,1.75,1.75,0.0,0.75,2.5,during_iti,0.175,['right'],1,None,387.8440609170357,387.8468999590259,387.8468999590259,388.07849433401134,[0.9250351670198143],[0.12909516599029303],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
30,0,30,None,['right'],1,None,[0.8585512500139885],[0.11642466601915658],,3,0,3,0,0,0,0,0,,,,,30,0,30,0,388.089080167003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.08015770901693,388.089080167003,388.0928466666994,388.089080167003,388.089080167003,True,388.82227504201,388.82732141704764,388.85563733405434,True,390.56043133401545,390.5747557920404,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,31,31,29,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,858.55,0.8586,1,True,hit,1,0,0,0,0,0,0.7586,22,29,2.4954724999843165,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,858.55,1.75,1.75,0.0,0.75,2.5,during_iti,0.1086,['right'],1,None,390.5770127090509,390.57995854201727,390.57995854201727,390.8121360420482,[0.8585512500139885],[0.11642466601915658],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
31,0,31,None,['right'],1,None,[0.8037724579917267],[0.11850758298533037],,3,0,3,0,0,0,0,0,,,,,31,0,31,0,390.8222558750422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.81383404205553,390.8222558750422,390.8266278337144,390.8222558750422,390.8222558750422,True,391.5605838750489,391.5605838750489,391.58895562501857,True,393.30565420904895,393.30797937500756,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,32,32,30,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,803.77,0.8038,1,True,hit,1,0,0,0,0,0,0.7667,23,30,2.4951255000196397,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,803.77,1.75,1.75,0.0,0.75,2.5,during_iti,0.0538,['right'],1,None,393.3102982920245,393.31305729201995,393.31305729201995,393.5454089170089,[0.8037724579917267],[0.11850758298533037],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
32,0,32,None,['left'],1,None,[1.015140000032261],[0.10602183401351795],,3,0,3,0,0,0,0,0,,,,,32,0,32,0,393.55557558400324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.5484867920168,393.55557558400324,393.55990283372034,393.55557558400324,393.55557558400324,True,394.29377537500113,394.29377537500113,394.3222002920229,True,396.0390856670565,396.0415099590318,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,33,33,31,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1015.14,1.0151,1,True,correct_rejection,0,0,0,1,0,0,0.7742,24,31,2.49530141701689,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1015.14,1.75,1.75,0.0,0.75,2.5,during_iti,0.2651,['left'],1,None,396.04396912502125,396.04689837503247,396.04689837503247,396.27957850001985,[1.015140000032261],[0.10602183401351795],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
33,0,33,None,['left'],1,None,[0.8071414160076529],[0.1305569169926457],,3,0,3,0,0,0,0,0,,,,,33,0,33,0,396.28904954204336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.28246654203394,396.28904954204336,396.29411625070884,396.28904954204336,396.28904954204336,True,397.02738104201853,397.02738104201853,397.05563054204686,True,398.77238654205576,398.7747625000193,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,34,34,32,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,807.14,0.8071,1,True,correct_rejection,0,0,0,1,0,0,0.7812,25,32,2.4944453749922104,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,807.14,1.75,1.75,0.0,0.75,2.5,during_iti,0.0571,['left'],1,None,398.77746016700985,398.7803395000519,398.7803395000519,399.0125133750262,[0.8071414160076529],[0.1305569169926457],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
34,0,34,None,['right'],1,None,[0.7712807500502095],[0.13330616697203368],,3,0,3,0,0,0,0,0,,,,,34,0,34,0,399.0223310000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.014168792055,399.0223310000147,399.0270210416677,399.0223310000147,399.0223310000147,True,399.76043204200687,399.76043204200687,399.7890365420026,True,401.50561879202724,401.50807566702133,main_2back,Main 2-back,4,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,4,1,2,2_back,60,1,35,35,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,771.28,0.7713,1,True,hit,1,0,0,0,0,0,0.7879,26,33,2.494767500029411,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,771.28,1.75,1.75,0.0,0.75,2.5,during_iti,0.0213,['right'],1,None,401.5104227500269,401.5133511250024,401.5133511250024,401.74622537504183,[0.7712807500502095],[0.13330616697203368],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
