thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,None,None,1,None,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.42261675000191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.82336750003742,36.827517000027,36.827517000027,36.835259167023466,41.0970585416692,40.6188644579961,48.59709762467925,49.3386592080351,49.39711854170697,50.16371458303183,48.56885429203976,52.06380987499142,52.83529404201545,52.847115583663495,52.83529404201545,53.422446292010136,right,0.4665403750259429,0.11736062495037913,None,53.42774129199097,53.447312458010856,53.447312458010856,54.41635770798894,None,54.41902237501927,54.42261675000191,54.43037341669357,54.42261675000191,54.42261675000191,True,55.163776458008215,55.169044083042536,55.197126125043724,True,56.40164354199078,56.404596792010125,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,1,1,0,1,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,880,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1.9870464580017142,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,1.25,1.25,0.0,0.75,2.0,no_response,N/A,None,1,None,56.41696854203474,56.42014183301944,56.42014183301944,56.64910608303035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
1,0,1,None,None,1,None,,,,1,0,1,0,0,0,0,0,,,,,1,0,1,0,56.655503750022035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.65221075003501,56.655503750022035,56.663661249684324,56.655503750022035,56.655503750022035,True,57.39705041702837,57.40194966702256,57.430396917043254,True,58.63536233303603,58.63821825000923,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,2,2,0,1,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,128,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1.9879162919824012,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,0,none,None,1.25,1.25,0.0,0.75,2.0,no_response,N/A,None,1,None,58.63858883304056,58.64699558302527,58.64699558302527,58.88259987503989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
2,0,2,None,['left'],0,None,[0.7303892910131253],[0.09404379199258983],,1,0,1,0,0,0,0,0,,,,,2,0,2,0,58.88736379198963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88436529203318,58.88736379198963,58.89712866669676,58.88736379198963,58.88736379198963,True,59.63034429203253,59.6353272080305,59.66377750004176,True,60.86866787500912,60.871464833035134,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,3,3,1,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,left,non_target_response,730.39,0.7304,0,False,incorrect_rejection,0,1,0,0,0,0,0.0,0,1,1.9877009160118178,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,730.39,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],0,None,60.880919333023485,60.88505591702415,60.88505591702415,61.11584591702558,[0.7303892910131253],[0.09404379199258983],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
3,0,3,None,['right'],0,None,[1.0021211249986663],[0.09613575000548735],,1,0,1,0,0,0,0,0,,,,,3,0,3,0,61.12076695798896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1175964170252,61.12076695798896,61.130364124667054,61.12076695798896,61.12076695798896,True,61.86372633301653,61.86860066698864,61.89709441701416,True,63.10170125000877,63.10453275003238,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,4,4,2,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,right,target_response,1002.12,1.0021,0,False,false_alarm,0,0,0,0,1,0,0.0,0,2,1.9875494160223752,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1002.12,1.25,1.25,0.0,0.75,2.0,during_iti,0.2521,['right'],0,None,63.1083945420105,63.11355262500001,63.11355262500001,63.34943987498991,[1.0021211249986663],[0.09613575000548735],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
4,0,4,None,['right'],0,None,[0.9886183330090716],[0.0642750840052031],,1,0,1,0,0,0,0,0,,,,,4,0,4,0,63.35589670803165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.35210925003048,63.35589670803165,63.363741666664524,63.35589670803165,63.35589670803165,True,64.09708095801761,64.10213954199571,64.13046575000044,True,65.33515716699185,65.33805708301952,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,5,5,3,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,right,target_response,988.62,0.9886,0,False,false_alarm,0,0,0,0,1,0,0.0,0,3,1.987414000032004,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,988.62,1.25,1.25,0.0,0.75,2.0,during_iti,0.2386,['right'],0,None,65.34180591703625,65.34647012501955,65.34647012501955,65.58294629200827,[0.9886183330090716],[0.0642750840052031],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
5,0,5,None,['left'],1,None,[1.0188103329855949],[0.09401833300944418],,1,0,1,0,0,0,0,0,,,,,5,0,5,0,65.5895881250035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.58551595802419,65.5895881250035,65.59708099969818,65.5895881250035,65.5895881250035,True,66.33045466704061,66.33542329201009,66.36365841701627,True,67.56851574999746,67.57127112499438,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,6,6,4,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,1018.81,1.0188,1,True,correct_rejection,0,0,0,1,0,0,0.25,1,4,1.987200582982041,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1018.81,1.25,1.25,0.0,0.75,2.0,during_iti,0.2688,['left'],1,None,67.57655912503833,67.58013470802689,67.58013470802689,67.81655049999245,[1.0188103329855949],[0.09401833300944418],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
6,0,6,None,['right'],0,None,[1.2293642080039717],[0.08642258401960135],,1,0,1,0,0,0,0,0,,,,,6,0,6,0,67.8222058750107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.81834033300402,67.8222058750107,67.83045999968114,67.8222058750107,67.8222058750107,True,68.56369512499077,68.56862325000111,68.59711983299349,True,69.8022877080366,69.80500029202085,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,7,7,5,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,right,target_response,1229.36,1.2294,0,False,false_alarm,0,0,0,0,1,0,0.2,1,5,1.98733600002015,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1229.36,1.25,1.25,0.0,0.75,2.0,during_iti,0.4794,['right'],0,None,69.80855245800922,69.81314158299938,69.81314158299938,70.04912158299703,[1.2293642080039717],[0.08642258401960135],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
7,0,7,None,['left'],1,None,[0.7473483749781735],[0.10839241603389382],,1,0,1,0,0,0,0,0,,,,,7,0,7,0,70.05404137499863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0509512500139,70.05404137499863,70.06366308365638,70.05404137499863,70.05404137499863,True,70.79718929203227,70.80178112501744,70.8304408750264,True,72.03525129199261,72.03815949999262,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,8,8,6,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,747.35,0.7473,1,True,correct_rejection,0,0,0,1,0,0,0.3333,2,6,1.9878132499870844,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,747.35,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,72.04297837504419,72.04639462503837,72.04639462503837,72.28254941699561,[0.7473483749781735],[0.10839241603389382],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
8,0,8,None,['right'],1,None,[0.5393611660110764],[0.09591516701038927],,1,0,1,0,0,0,0,0,,,,,8,0,8,0,72.28734862501733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.28425445803441,72.28734862501733,72.2970318746559,72.28734862501733,72.28734862501733,True,73.03030258300714,73.03501033299835,73.06367387500359,True,74.26779641699977,74.27085108304163,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,9,9,7,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,539.36,0.5394,1,True,hit,1,0,0,0,0,0,0.4286,3,7,1.9869732920196839,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,539.36,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,74.2743937500054,74.28030362504069,74.28030362504069,74.515897083038,[0.5393611660110764],[0.09591516701038927],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
9,0,9,None,['left'],1,None,[0.8312749580363743],[0.0931644169613719],,1,0,1,0,0,0,0,0,,,,,9,0,9,0,74.5209000420291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.51743370800978,74.5209000420291,74.5302984996854,74.5209000420291,74.5209000420291,True,75.26378979202127,75.26876737503335,75.29706441704184,True,76.50181804201566,76.504597207997,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,10,10,8,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,831.27,0.8313,1,True,correct_rejection,0,0,0,1,0,0,0.5,4,8,1.9875493749859743,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,831.27,1.25,1.25,0.0,0.75,2.0,during_iti,0.0813,['left'],1,None,76.50687895802548,76.51364204200218,76.51364204200218,76.74900633300422,[0.8312749580363743],[0.0931644169613719],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
10,0,10,None,['left'],1,None,[0.6288856669561937],[0.10669179103570059],,1,0,1,0,0,0,0,0,,,,,10,0,10,0,76.7552939580055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.75205100001767,76.7552939580055,76.76362541667574,76.7552939580055,76.7552939580055,True,77.49694591702428,77.50209662498673,77.53033887501806,True,78.73512937501073,78.73766437498853,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,11,11,9,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,628.89,0.6289,1,True,correct_rejection,0,0,0,1,0,0,0.5556,5,9,1.9878425410133786,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,628.89,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,78.74111816700315,78.74691799998982,78.74691799998982,78.98239062499488,[0.6288856669561937],[0.10669179103570059],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
11,0,11,None,['right'],1,None,[0.6084089999785647],[0.09266741602914408],,1,0,1,0,0,0,0,0,,,,,11,0,11,0,78.9873823330272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.98415633302648,78.9873823330272,78.99702045869005,78.9873823330272,78.9873823330272,True,79.73029529204359,79.73526637500618,79.76365966699086,True,80.96838729199953,80.971062000026,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,12,12,10,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,608.41,0.6084,1,True,hit,1,0,0,0,0,0,0.6,6,10,1.9876262079924345,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,608.41,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,80.97336958302185,80.98030254204059,80.98030254204059,81.21580933302175,[0.6084089999785647],[0.09266741602914408],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
12,0,12,None,['left'],1,None,[0.7303894579526968],[0.11629162501776591],,1,0,1,0,0,0,0,0,,,,,12,0,12,0,81.22211404202972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.21882000000915,81.22211404202972,81.23025633366002,81.22211404202972,81.22211404202972,True,81.9635699170176,81.96937375003472,81.99710912501905,True,83.20193358301185,83.20491908304393,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,13,13,11,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,730.39,0.7304,1,True,correct_rejection,0,0,0,1,0,0,0.6364,7,11,1.98787945904769,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,730.39,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,83.20714154199231,83.21366033301456,83.21366033301456,83.44908566703089,[0.7303894579526968],[0.11629162501776591],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
13,0,13,None,"['right', 'left']",0,None,"[0.8320300420164131, 1.080700209015049]","[0.10472674999618903, 0.12152470799628645]",,1,0,1,0,0,0,0,0,,,,,13,0,13,0,83.4537644580123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.45084091700846,83.4537644580123,83.46370949969084,83.4537644580123,83.4537644580123,True,84.19681158300955,84.20206758304266,84.23036879202118,True,85.43476845801342,85.43754604202695,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,14,14,12,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,right,target_response,832.03,0.832,0,False,false_alarm,0,0,0,0,1,0,0.5833,7,12,1.9873256669961847,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,2,"['right', 'left']","[832.03, 1080.7]",1.25,1.25,0.0,0.75,2.0,during_iti,0.082,"['right', 'left']",0,None,85.44101083301939,85.44700408302015,85.44700408302015,85.68225629202789,"[0.8320300420164131, 1.080700209015049]","[0.10472674999618903, 0.12152470799628645]",,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
14,0,14,None,['left'],1,None,[0.9806497079553083],[0.10833295900374651],,1,0,1,0,0,0,0,0,,,,,14,0,14,0,85.68695070804097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6840343750082,85.68695070804097,85.69677691668427,85.68695070804097,85.68695070804097,True,86.43033145798836,86.43553504202282,86.46366637502797,True,87.66823499999009,87.67092004203005,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,15,15,13,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,980.65,0.9806,1,True,correct_rejection,0,0,0,1,0,0,0.6154,8,13,1.9876173340016976,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,980.65,1.25,1.25,0.0,0.75,2.0,during_iti,0.2306,['left'],1,None,87.67431766702794,87.68035583302844,87.68035583302844,87.91574516700348,[0.9806497079553083],[0.10833295900374651],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
15,0,15,None,['right'],1,None,[0.9475394579931162],[0.08830133400624618],,1,0,1,0,0,0,0,0,,,,,15,0,15,0,87.92051041702507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91756000003079,87.92051041702507,87.93031891668603,87.92051041702507,87.92051041702507,True,88.66355187504087,88.66889037500368,88.69694562500808,True,89.90170495799975,89.9044151250273,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,16,16,14,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,947.54,0.9475,1,True,hit,1,0,0,0,0,0,0.6429,9,14,1.9875807499629445,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,947.54,1.25,1.25,0.0,0.75,2.0,during_iti,0.1975,['right'],1,None,89.90671316703083,89.91363254201133,89.91363254201133,90.14902608300326,[0.9475394579931162],[0.08830133400624618],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
