thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
38,0,38,None,['right'],1,None,[1.104588041023817],[0.14154895901447162],,5,0,5,0,0,0,0,0,,,,,38,0,38,0,525.7302376250154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.721786500013,525.7302376250154,525.7345537917029,525.7302376250154,525.7302376250154,True,526.4681256249896,526.4681256249896,526.4967864170321,True,527.7133691670024,527.7159565420006,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,39,39,39,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,1104.59,1.1046,1,True,hit,1,0,0,0,0,0,0.9744,38,39,1.9950151669909246,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1104.59,1.25,1.25,0.0,0.75,2.0,during_iti,0.3546,['right'],1,None,527.7183212499949,527.721483375004,527.721483375004,527.9539860420045,[1.104588041023817],[0.14154895901447162],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
39,0,39,None,['left'],1,None,[1.43756987497909],[0.10931479197461158],,5,0,5,0,0,0,0,0,,,,,39,0,39,0,527.9634258750011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.9568361249985,527.9634258750011,527.9681039587051,527.9634258750011,527.9634258750011,True,528.7014820830082,528.7014820830082,528.7300966249895,True,529.9467783329892,529.9492912080023,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,40,40,40,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,1437.57,1.4376,1,True,correct_rejection,0,0,0,1,0,0,0.975,39,40,1.9944441670086235,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1437.57,1.25,1.25,0.0,0.75,2.0,during_iti,0.6876,['left'],1,None,529.9531918329885,529.9566048330162,529.9566048330162,530.1871371670277,[1.43756987497909],[0.10931479197461158],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
40,0,40,None,['right'],1,None,[0.9760135000105947],[0.08881154103437439],,5,0,5,0,0,0,0,0,,,,,40,0,40,0,530.1969077080139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.1887904580217,530.1969077080139,530.2015267916761,530.1969077080139,530.1969077080139,True,530.9353366669966,530.9353366669966,530.9634152500075,True,532.1795621250058,532.1725613329909,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,41,41,41,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,976.01,0.976,1,True,hit,1,0,0,0,0,0,0.9756,40,41,1.984226625005249,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,976.01,1.25,1.25,0.0,0.75,2.0,during_iti,0.226,['right'],1,None,532.1760920000379,532.1795621250058,532.1795621250058,532.4161426670034,[0.9760135000105947],[0.08881154103437439],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
41,0,41,None,['left'],1,None,[0.9626622080104426],[0.09259595902403817],,5,0,5,0,0,0,0,0,,,,,41,0,41,0,532.4214533329941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.4178852080368,532.4214533329941,532.4301847916834,532.4214533329941,532.4214533329941,True,533.1636015420081,533.1689159580274,533.1968802080373,True,534.4017873330158,534.4042691669893,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,42,42,42,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,962.66,0.9627,1,True,correct_rejection,0,0,0,1,0,0,0.9762,41,42,1.9873442079988308,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,962.66,1.25,1.25,0.0,0.75,2.0,during_iti,0.2127,['left'],1,None,534.4065347500145,534.4133844170137,534.4133844170137,534.648905625043,[0.9626622080104426],[0.09259595902403817],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
42,0,42,None,['left'],1,None,[0.6641456670477055],[0.10516037495108321],,5,0,5,0,0,0,0,0,,,,,42,0,42,0,534.653589625028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.6506410000147,534.653589625028,534.6635154587022,534.653589625028,534.653589625028,True,535.3968604170368,535.4009933330235,535.4302146669943,True,536.6347844169941,536.6376046250225,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,43,43,43,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,664.15,0.6641,1,True,correct_rejection,0,0,0,1,0,0,0.9767,42,43,1.9874917090055533,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,664.15,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,536.6398751250235,536.6467693750164,536.6467693750164,536.8823030830245,[0.6641456670477055],[0.10516037495108321],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
43,0,43,None,['left'],1,None,[1.0378540420206264],[0.10109374998137355],,5,0,5,0,0,0,0,0,,,,,43,0,43,0,536.889202875027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.8857635420281,536.889202875027,536.8968428336705,536.889202875027,536.889202875027,True,537.6302077920409,537.6350361669902,537.6634647920146,True,538.8678512080223,538.8704079170129,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,44,44,44,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1037.85,1.0379,1,True,correct_rejection,0,0,0,1,0,0,0.9773,43,44,1.9871614160365425,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1037.85,1.25,1.25,0.0,0.75,2.0,during_iti,0.2879,['left'],1,None,538.8726961670327,538.8800557079958,538.8800557079958,539.1154922920396,[1.0378540420206264],[0.10109374998137355],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
44,0,44,None,['left'],1,None,[0.49736920796567574],[0.10033491702051833],,5,0,5,0,0,0,0,0,,,,,44,0,44,0,539.1202182080015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.1172765000374,539.1202182080015,539.1300511246702,539.1202182080015,539.1202182080015,True,539.8634912080015,539.8682718750206,539.8967756670318,True,541.101880583039,541.1047133750399,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,45,45,45,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,497.37,0.4974,1,True,correct_rejection,0,0,0,1,0,0,0.9778,44,45,1.987976374977734,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,497.37,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,541.1069948330405,541.1133510000072,541.1133510000072,541.3495986250346,[0.49736920796567574],[0.10033491702051833],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
45,0,45,None,['left'],1,None,[0.9679577089846134],[0.09934650000650436],,5,0,5,0,0,0,0,0,,,,,45,0,45,0,541.355870792002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.3521124169929,541.355870792002,541.3636211666783,541.355870792002,541.355870792002,True,542.0969395420398,542.1019894999918,542.1302329170285,True,543.3355819580029,543.3380100830109,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,46,46,46,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,967.96,0.968,1,True,correct_rejection,0,0,0,1,0,0,0.9783,45,46,1.9876170409843326,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,967.96,1.25,1.25,0.0,0.75,2.0,during_iti,0.218,['left'],1,None,543.3402647080366,543.3468484170153,543.3468484170153,543.582348625001,[0.9679577089846134],[0.09934650000650436],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
46,0,46,None,['left'],1,None,[0.84752395801479],[0.10098741704132408],,5,0,5,0,0,0,0,0,,,,,46,0,46,0,543.586795500014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.584093958023,543.586795500014,543.5968895836888,543.586795500014,543.586795500014,True,544.3302272080327,544.3350437920308,544.3636315829935,True,545.5688384580426,545.5717339999974,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,47,47,47,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,847.52,0.8475,1,True,correct_rejection,0,0,0,1,0,0,0.9787,46,47,1.9881726669846103,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,847.52,1.25,1.25,0.0,0.75,2.0,during_iti,0.0975,['left'],1,None,545.5739953750162,545.5801714170375,545.5801714170375,545.8163536250358,[0.84752395801479],[0.10098741704132408],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
47,0,47,None,['right'],1,None,[0.510616791958455],[0.12022433301899582],,5,0,5,0,0,0,0,0,,,,,47,0,47,0,545.8237509170431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.8194664579933,545.8237509170431,545.830365541686,545.8237509170431,545.8237509170431,True,546.5636292080162,546.5684362920001,546.5970594999962,True,547.8010658750427,547.804058083042,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,48,48,48,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,510.62,0.5106,1,True,hit,1,0,0,0,0,0,0.9792,47,48,1.9866800830350257,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,510.62,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,547.8064815420075,547.8136041670223,547.8136041670223,548.0490518750157,[0.510616791958455],[0.12022433301899582],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
48,0,48,None,['left'],1,None,[0.7139022499904968],[0.12628399999812245],,5,0,5,0,0,0,0,0,,,,,48,0,48,0,548.0550262079923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.0519911249867,548.0550262079923,548.0636437086544,548.0550262079923,548.0550262079923,True,548.7968665829976,548.7968665829976,548.830276667024,True,550.035395917017,550.0378673330415,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,49,49,49,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,713.9,0.7139,1,True,correct_rejection,0,0,0,1,0,0,0.9796,48,49,1.9879759169998579,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,713.9,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,550.0401613750146,550.0468542079907,550.0468542079907,550.2824020000407,[0.7139022499904968],[0.12628399999812245],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
49,0,49,None,['right'],1,None,[0.4989491669693962],[0.13280337501782924],,5,0,5,0,0,0,0,0,,,,,49,0,49,0,550.2874182920204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2841668750043,550.2874182920204,550.2969696247058,550.2874182920204,550.2874182920204,True,551.0302013750188,551.0351025830023,551.063670292031,True,552.2684473330155,552.2708878749982,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,50,50,50,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,498.95,0.4989,1,True,hit,1,0,0,0,0,0,0.98,49,50,1.9876668750075623,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,498.95,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,552.2731288750074,552.2802397080231,552.2802397080231,552.5157815419952,[0.4989491669693962],[0.13280337501782924],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
50,0,50,None,['left'],1,None,[0.41375691699795425],[0.1060560829937458],,5,0,5,0,0,0,0,0,,,,,50,0,50,0,552.5207306250231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.5175305420416,552.5207306250231,552.5302387496961,552.5207306250231,552.5207306250231,True,553.2635947919916,553.2678630829905,553.297044750012,True,554.5016495420132,554.5042910000193,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,51,51,51,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,413.76,0.4138,1,True,correct_rejection,0,0,0,1,0,0,0.9804,50,51,1.9874748340225779,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,413.76,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,554.5065760000143,554.5135667920113,554.5135667920113,554.7492290830123,[0.41375691699795425],[0.1060560829937458],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
51,0,51,None,['left'],1,None,[0.4390287079731934],[0.1276160420384258],,5,0,5,0,0,0,0,0,,,,,51,0,51,0,554.7554622919997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7522887919913,554.7554622919997,554.7635854996663,554.7554622919997,554.7554622919997,True,555.4969868750195,555.5016585830017,555.530235083017,True,556.7350336670061,556.737631792028,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,52,52,52,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,439.03,0.439,1,True,correct_rejection,0,0,0,1,0,0,0.9808,51,52,1.987421958008781,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,439.03,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,556.7398943330045,556.7468265829957,556.7468265829957,556.9823751670192,[0.4390287079731934],[0.1276160420384258],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
52,0,52,None,['left'],1,None,[0.5085910829948261],[0.12846104201162234],,5,0,5,0,0,0,0,0,,,,,52,0,52,0,556.9870053750346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.9841185000259,556.9870053750346,556.9969462917109,556.9870053750346,556.9870053750346,True,557.7303696669987,557.7349212919944,557.763567499991,True,558.968442582991,558.9711625420023,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,53,53,53,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,508.59,0.5086,1,True,correct_rejection,0,0,0,1,0,0,0.9811,52,53,1.9876818750053644,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,508.59,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,558.973414750013,558.9802655830281,558.9802655830281,559.2155867080437,[0.5085910829948261],[0.12846104201162234],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
53,0,53,None,['left'],1,None,[0.5369144590222277],[0.11271641601342708],,5,0,5,0,0,0,0,0,,,,,53,0,53,0,559.2202357919887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.2173300830182,559.2202357919887,559.2302477496598,559.2202357919887,559.2202357919887,True,559.9635793330381,559.9683918750379,559.996912750008,True,561.2022196250036,561.2046119580045,main_0back,Main 0-back,6,0,929519_s_1.25,001,2026-02-05_15h54.57.894,6,1,0,0_back,60,1,54,54,54,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,536.91,0.5369,1,True,correct_rejection,0,0,0,1,0,0,0.9815,53,54,1.9882237919955514,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,536.91,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,561.2068534170394,561.2135686250404,561.2135686250404,561.4490082919947,[0.5369144590222277],[0.11271641601342708],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
