thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
21,0,21,None,['left'],1,[0.5897613750421442],[0.13202324998565018],None,,,,5,0,5,0,0,0,0,0,,,,,21,0,21,0,646.887608124991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.8841919580009,646.887608124991,646.8971283336907,646.887608124991,646.887608124991,True,647.6303887499962,647.6349002919742,647.6636602079961,True,649.8682660830091,649.8710280830273,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,22,22,21,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,589.76,0.5898,1,True,correct_rejection,0,0,0,1,0,0,1.0,21,21,2.9874726660200395,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,589.76,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5897613750421442],[0.13202324998565018],None,649.8734718330088,649.8804232500261,649.8804232500261,650.1155814999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
22,0,22,None,['left'],1,[0.48665620799874887],[0.1443876670091413],None,,,,5,0,5,0,0,0,0,0,,,,,22,0,22,0,650.1202909999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.1174308329937,650.1202909999993,650.1303077086961,650.1202909999993,650.1202909999993,True,650.8637030830141,650.8687194579979,650.897131833015,True,653.1019278329914,653.1045308330213,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,23,23,22,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,486.66,0.4867,1,True,correct_rejection,0,0,0,1,0,0,1.0,22,22,2.987941375002265,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,486.66,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.48665620799874887],[0.1443876670091413],None,653.1068388749845,653.1136880419799,653.1136880419799,653.3492081669974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
23,0,23,None,['left'],1,[0.6501196669996716],[0.13082679198123515],None,,,,5,0,5,0,0,0,0,0,,,,,23,0,23,0,653.3538699169876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.3509605000145,653.3538699169876,653.3638295416642,653.3538699169876,653.3538699169876,True,654.0971374579822,654.1016126250033,654.1303067500121,True,656.3351625420037,656.3378548329929,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,24,24,23,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,650.12,0.6501,1,True,correct_rejection,0,0,0,1,0,0,1.0,23,23,2.98757299996214,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,650.12,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6501196669996716],[0.13082679198123515],None,656.3400054579834,656.3470445830026,656.3470445830026,656.5830398329999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
24,0,24,None,['right'],1,[0.6457825410179794],[0.14396833401406184],None,,,,5,0,5,0,0,0,0,0,,,,,24,0,24,0,656.5885807499872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.5848087500199,656.5885807499872,656.5971810836966,656.5885807499872,656.5885807499872,True,657.3303202079842,657.3357134169783,657.3637233329937,True,659.5689024170279,659.571349875012,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,25,25,24,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,645.78,0.6458,1,True,hit,1,0,0,0,0,0,1.0,24,24,2.987434500013478,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,645.78,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6457825410179794],[0.14396833401406184],None,659.5738614170114,659.58043154201,659.58043154201,659.8158475420205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
25,0,25,None,['left'],1,[0.5036014579818584],[0.10027304198592901],None,,,,5,0,5,0,0,0,0,0,,,,,25,0,25,0,659.8207126249908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.8177017080016,659.8207126249908,659.830382374643,659.8207126249908,659.8207126249908,True,660.5637053750106,660.5683207080001,660.5971775830258,True,662.8021562920185,662.8046236250084,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,26,26,25,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,503.6,0.5036,1,True,correct_rejection,0,0,0,1,0,0,1.0,25,25,2.9879109579487704,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,503.6,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5036014579818584],[0.10027304198592901],None,662.8068952080212,662.8137407079921,662.8137407079921,663.0489880000241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
26,0,26,None,['left'],1,[0.7975457079592161],[0.11643495899625123],None,,,,5,0,5,0,0,0,0,0,,,,,26,0,26,0,663.0538198329741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.0509642920224,663.0538198329741,663.0636889996861,663.0538198329741,663.0538198329741,True,663.7971176669816,663.8017782079987,663.8303441249882,True,666.0353790419758,666.0379243749776,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,27,27,26,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,797.55,0.7975,1,True,correct_rejection,0,0,0,1,0,0,1.0,26,26,2.988048125000205,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,797.55,2.25,2.25,0.0,0.75,3.0,during_iti,['left'],1,[0.7975457079592161],[0.11643495899625123],None,666.0401786250295,666.0469526249799,666.0469526249799,666.2823945420096,,,,,,,,,,,,,,,,,,,,,,,,0.0475,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
27,0,27,None,['right'],1,[0.5509985000244342],[0.14589754201006144],None,,,,5,0,5,0,0,0,0,0,,,,,27,0,27,0,666.2873948329943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.2842232080293,666.2873948329943,666.2971005836773,666.2873948329943,666.2873948329943,True,667.0303978750017,667.0350724579766,667.0637340419926,True,669.2685017919866,669.2711202920182,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,28,28,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,551.0,0.551,1,True,hit,1,0,0,0,0,0,1.0,27,27,2.9876890419982374,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,551.0,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5509985000244342],[0.14589754201006144],None,669.2736493750126,669.2803615829907,669.2803615829907,669.5167627080227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
28,0,28,None,['right'],1,[0.541130208002869],[0.14393412502249703],None,,,,5,0,5,0,0,0,0,0,,,,,28,0,28,0,669.5218971249997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5182982920087,669.5218971249997,669.5306709996696,669.5218971249997,669.5218971249997,True,670.2637961250148,670.268246957974,670.2970949580194,True,672.5018761249958,672.5046580419876,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,29,29,28,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,541.13,0.5411,1,True,hit,1,0,0,0,0,0,1.0,28,28,2.9867549159680493,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,541.13,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.541130208002869],[0.14393412502249703],None,672.5069582500146,672.5137387500145,672.5137387500145,672.749086374999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
29,0,29,None,['left'],1,[0.4720754160080105],[0.09252020897110924],None,,,,5,0,5,0,0,0,0,0,,,,,29,0,29,0,672.7556656249799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.7522434170241,672.7556656249799,672.7637615836613,672.7556656249799,672.7556656249799,True,673.4971395420143,673.5018347500009,673.5304599169758,True,675.73484525003,675.7376084579737,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,30,30,29,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,472.08,0.4721,1,True,correct_rejection,0,0,0,1,0,0,1.0,29,29,2.9873630829970352,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,472.08,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4720754160080105],[0.09252020897110924],None,675.7399501249893,675.746982874989,675.746982874989,675.9824572079815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
30,0,30,None,['left'],1,[0.5616953339776956],[0.1071487910230644],None,,,,5,0,5,0,0,0,0,0,,,,,30,0,30,0,675.9891892499872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.9855852500186,675.9891892499872,675.9970324996432,675.9891892499872,675.9891892499872,True,676.7304447080242,676.735143332975,676.7638142079813,True,678.9681664169766,678.9709356669919,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,31,31,30,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,561.7,0.5617,1,True,correct_rejection,0,0,0,1,0,0,1.0,30,30,2.9873417079797946,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,561.7,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5616953339776956],[0.1071487910230644],None,678.9733987079817,678.9803059999831,678.9803059999831,679.2157790419878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
31,0,31,None,['left'],1,[0.5293352080043405],[0.10090995900100097],None,,,,5,0,5,0,0,0,0,0,,,,,31,0,31,0,679.22205029201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.2187774580088,679.22205029201,679.2303697086793,679.22205029201,679.22205029201,True,679.9637590000057,679.9685707499739,679.9970408750232,True,682.2016803330043,682.20432733302,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,32,32,31,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,529.34,0.5293,1,True,correct_rejection,0,0,0,1,0,0,1.0,31,31,2.987495500012301,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,529.34,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5293352080043405],[0.10090995900100097],None,682.2066104999976,682.2137348329998,682.2137348329998,682.4491035829997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
32,0,32,None,['left'],1,[0.5650362499873154],[0.14080366597045213],None,,,,5,0,5,0,0,0,0,0,,,,,32,0,32,0,682.4538229170139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.4508757920121,682.4538229170139,682.463780958675,682.4538229170139,682.4538229170139,True,683.197149833024,683.2012503750157,683.2304230420268,True,685.4349770420231,685.4376882080105,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,33,33,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,565.04,0.565,1,True,correct_rejection,0,0,0,1,0,0,1.0,32,32,2.9874781669932418,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,565.04,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5650362499873154],[0.14080366597045213],None,685.4399636249873,685.4469923750148,685.4469923750148,685.6824824169744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
33,0,33,None,['right'],1,[0.4009497909573838],[0.15216975001385435],None,,,,5,0,5,0,0,0,0,0,,,,,33,0,33,0,685.687429166981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.6842924579978,685.687429166981,685.6971110416964,685.687429166981,685.687429166981,True,686.4303972080234,686.4354089580011,686.4637718329905,True,688.6684995000251,688.6712462920113,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,34,34,33,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,400.95,0.4009,1,True,hit,1,0,0,0,0,0,1.0,33,33,2.9876313749700785,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,400.95,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4009497909573838],[0.15216975001385435],None,688.6737892500241,688.6803187499754,688.6803187499754,688.9158573329914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
34,0,34,None,['right'],1,[0.7701886249706149],[0.13569783401908353],None,,,,5,0,5,0,0,0,0,0,,,,,34,0,34,0,688.9205209999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.9175627499935,688.9205209999927,688.930527624678,688.9205209999927,688.9205209999927,True,689.663732416986,689.6684858329827,689.6969717079774,True,691.9012269169907,691.9040993329836,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,35,35,34,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,770.19,0.7702,1,True,hit,1,0,0,0,0,0,1.0,34,34,2.98712391697336,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,770.19,2.25,2.25,0.0,0.75,3.0,during_iti,['right'],1,[0.7701886249706149],[0.13569783401908353],None,691.90627937502,691.9137156250072,691.9137156250072,692.1490055000177,,,,,,,,,,,,,,,,,,,,,,,,0.0202,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
35,0,35,None,['right'],1,[0.6493097089696676],[0.14907716604648158],None,,,,5,0,5,0,0,0,0,0,,,,,35,0,35,0,692.1530961249955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.1506909580203,692.1530961249955,692.1636779166913,692.1530961249955,692.1530961249955,True,692.8970511250081,692.901621832978,692.9303227500059,True,695.1350115420064,695.1378195420257,main_1back,Main 1-back,6,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,6,1,1,1_back,60,1,36,36,35,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,649.31,0.6493,1,True,hit,1,0,0,0,0,0,1.0,35,35,2.987652208947111,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,649.31,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6493097089696676],[0.14907716604648158],None,695.1400965829962,695.146978957986,695.146978957986,695.3824414580013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
